checkout_id,member_id,book_id,checkout_date,return_date,source,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre,pages,publication_year,publisher
9064,1008,502,2025-06-12,2025-06-21,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9169,1030,513,2025-11-25,,Database,Reem,Osman,,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9358,1077,513,2025-07-09,2025-07-24,Database,Lina,Rashad,6.0,Shubra,Active,2023-07-08,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9297,1065,501,2025-04-14,,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9214,1058,525,2024-09-24,,Database,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9008,1010,520,2025-08-11,,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9237,1057,513,2024-02-22,,Database,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9303,1061,509,2025-12-23,2026-01-10,Database,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9338,1072,501,2024-07-16,,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9343,1075,529,2024-10-04,2024-10-14,Database,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9130,1024,503,2025-09-04,2025-09-17,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9192,1027,519,2025-09-26,2025-10-07,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9017,1018,519,2024-08-06,2024-08-11,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9266,1053,519,2024-06-01,2024-06-15,Database,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9132,1035,511,2025-02-26,2025-03-13,Database,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9015,1010,507,2025-09-02,2025-09-14,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9362,1079,507,2024-03-08,2024-04-07,Database,Rana,Osman,8.0,Shubra,Active,2024-10-27,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9262,1054,524,2024-02-25,2024-03-22,Database,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers
9336,1061,528,2024-04-18,2024-05-15,Database,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9105,1027,501,2025-03-05,2025-03-25,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9055,1015,525,2025-08-08,2025-08-27,Database,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9183,1027,532,2025-03-28,2025-04-10,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9049,1010,514,2025-09-08,,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9307,1072,501,2025-06-10,2025-07-09,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9166,1032,519,2024-01-15,2024-01-24,Database,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9155,1028,525,2025-07-12,2025-07-18,Database,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9240,1050,525,2025-07-25,2025-08-24,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9197,1030,501,2025-11-26,2025-12-01,Database,Reem,Osman,,Nasr City,Active,2025-04-01,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9375,1034,525,2025-10-27,2025-11-15,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9114,1034,516,2025-03-02,2025-03-17,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9077,1008,514,2024-07-28,2024-08-12,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9260,1044,518,2025-07-03,2025-07-27,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9059,1016,518,2025-06-28,2025-07-27,Database,Dina,Rashad,8.0,Maadi,Active,2023-04-24,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9332,1062,522,2024-07-03,,Database,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9378,1018,501,2024-09-05,2024-09-21,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9179,1027,517,2024-11-19,2024-12-17,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House
9126,1034,529,2024-10-22,2024-10-28,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9072,1007,513,2025-03-05,2025-04-01,Database,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9080,1008,501,2024-03-20,2024-04-18,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9298,1065,507,2025-06-18,2025-07-11,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9087,1020,511,2025-12-03,2025-12-13,Database,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9006,1018,507,2025-06-26,2025-07-01,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9309,1068,511,2024-11-24,2024-12-12,Database,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9069,1010,505,2024-06-14,2024-07-10,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9216,1050,519,2024-08-07,,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9191,1027,505,2024-08-05,2024-08-29,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9013,1002,501,2024-02-16,2024-02-29,Database,Fares,Saleh,9.0,Maadi,Active,,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9061,1016,505,2025-04-28,2025-05-20,Database,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9295,1061,513,2025-12-12,2026-01-01,Database,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9363,1079,507,2024-12-23,2025-01-15,Database,Rana,Osman,8.0,Shubra,Active,2024-10-27,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9102,1010,502,2024-10-05,,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9287,1065,532,2024-04-26,2024-05-23,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9330,1072,513,2025-04-11,2025-05-09,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9178,1024,518,2025-08-21,2025-09-04,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9175,1027,513,2025-03-04,2025-03-27,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9267,1047,530,2024-12-05,2024-12-20,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9159,1030,501,2024-12-11,,Database,Reem,Osman,,Nasr City,Active,2025-04-01,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9037,1008,509,2024-01-02,2024-01-22,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9264,1059,507,2025-02-01,2025-02-13,Database,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9254,1059,501,2025-10-23,2025-11-07,Database,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9259,1057,501,2025-11-16,2025-11-30,Database,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9010,1009,513,2025-07-22,2025-08-16,Database,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9347,1075,519,2025-07-17,2025-07-31,Database,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9156,1032,503,2025-02-13,2025-03-14,Database,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9147,1028,512,2025-10-05,2025-11-01,Database,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
9125,1039,501,2025-06-17,,Database,Nada,Riad,7.0,Nasr City,active,,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9168,1030,513,2025-09-13,2025-09-23,Database,Reem,Osman,,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9270,1057,517,2024-12-08,2024-12-30,Database,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House
9068,1003,501,2025-11-14,2025-12-03,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9327,1065,513,2025-03-09,2025-04-01,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9273,1047,510,2024-12-07,2025-01-05,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9301,1062,519,2024-11-10,2024-11-23,Database,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9074,1003,501,2024-06-19,2024-07-06,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9368,1079,525,2025-02-12,2025-03-10,Database,Rana,Osman,8.0,Shubra,Active,2024-10-27,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9233,1059,512,2024-12-08,2024-12-15,Database,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
9200,1060,509,2024-12-08,,Database,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9349,1077,501,2024-03-04,2024-04-02,Database,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9350,1080,501,2025-06-22,2025-07-17,Database,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9345,1075,507,2025-02-03,2025-03-01,Database,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9195,1024,507,2025-02-22,2025-03-17,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9325,1072,519,2024-01-11,,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9245,1044,519,2024-12-13,2024-12-21,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9146,1034,509,2025-02-23,2025-03-14,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9379,1062,501,2024-12-18,2024-12-26,Database,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9374,1080,505,2024-08-05,2024-08-12,Database,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9107,1024,505,2024-09-24,2024-10-12,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9029,1005,507,2025-03-07,2025-03-29,Database,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9108,1024,507,2025-02-02,2025-02-27,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9201,1055,531,2025-11-24,2025-12-16,Database,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,Voices in the Library,Samir Zohdy,Friendship,272,2018.0,Oasis Books
9253,1058,507,2025-06-15,2025-07-10,Database,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9334,1065,507,2025-12-20,2026-01-05,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9160,1030,501,2024-06-20,2024-07-07,Database,Reem,Osman,,Nasr City,Active,2025-04-01,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9180,1034,529,2024-07-27,2024-08-02,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9344,1076,507,2024-09-12,,Database,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9004,1013,519,2025-07-27,2025-08-16,Database,Ziad,Fouad,,Maadi,Active,2025-06-27,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9224,1057,513,2025-05-25,,Database,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9235,1047,516,2024-02-16,,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9118,1030,507,2024-05-12,,Database,Reem,Osman,,Nasr City,Active,2025-04-01,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9381,1079,507,2025-05-30,2025-06-18,Database,Rana,Osman,8.0,Shubra,Active,2024-10-27,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9071,1003,503,2024-03-25,2024-04-09,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9220,1047,507,2025-08-04,,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9167,1028,503,2025-12-24,2026-01-02,Database,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9320,1073,501,2025-07-19,2025-08-13,Database,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9300,1061,528,2024-08-15,2024-09-02,Database,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9364,1077,513,2024-08-18,2024-09-07,Database,Lina,Rashad,6.0,Shubra,Active,2023-07-08,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9035,1020,501,2024-08-01,2024-08-23,Database,Rana,Fouad,6.0,Maadi,Active,2025-12-04,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9382,1076,507,2025-02-26,2025-03-08,Database,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9133,1034,519,2025-05-28,2025-06-24,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9276,1050,514,2025-06-28,2025-07-08,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9104,1018,507,2024-05-15,,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9367,1079,507,2024-03-19,2024-03-28,Database,Rana,Osman,8.0,Shubra,Active,2024-10-27,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9373,1079,508,2024-03-20,2024-04-19,Database,Rana,Osman,8.0,Shubra,Active,2024-10-27,The Quiet Observatory,Dalia Serry,Science,306,2011.0,Oasis Books
9217,1047,530,2024-04-07,,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9022,1010,507,2025-11-14,2025-12-03,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9065,1016,509,2024-12-21,,Database,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9099,1018,506,2025-10-10,2025-11-09,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9109,1034,512,2024-08-20,2024-09-14,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
9086,1018,501,2024-06-20,2024-06-29,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9089,1010,507,2025-06-22,2025-07-22,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9230,1050,501,2025-09-10,2025-10-07,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9062,1010,520,2024-07-28,2024-08-26,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9076,1008,529,2025-12-12,2025-12-20,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9265,1049,513,2024-08-12,2024-09-10,Database,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9258,1050,529,2025-12-07,2025-12-21,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9203,1057,501,2025-10-25,,Database,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9041,1010,506,2025-02-22,2025-03-19,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9154,1030,525,2025-05-18,2025-05-26,Database,Reem,Osman,,Nasr City,Active,2025-04-01,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9285,1071,513,2025-02-24,,Database,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9121,1027,522,2025-02-24,2025-03-14,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9244,1050,507,2025-04-23,2025-05-06,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9275,1047,507,2025-09-21,2025-10-08,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9215,1044,507,2024-02-07,,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9268,1047,503,2025-06-16,2025-07-14,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9314,1072,522,2024-08-13,2024-09-02,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9299,1072,521,2024-01-04,2024-01-23,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9353,1075,528,2025-12-13,2025-12-30,Database,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9117,1026,501,2025-09-13,,Database,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9212,1044,512,2024-09-14,,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
9278,1047,506,2024-03-12,2024-04-02,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9177,1027,513,2024-01-18,,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9044,1018,503,2024-10-07,,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9329,1062,513,2025-03-06,,Database,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9078,1008,521,2024-09-21,2024-10-12,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9032,1011,501,2024-11-24,2024-12-11,Database,Menna,Halim,8.0,Maadi,Active,2024-04-22,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9289,1072,522,2025-09-09,2025-09-19,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9138,1039,516,2025-08-22,2025-08-31,Database,Nada,Riad,7.0,Nasr City,active,,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9306,1074,510,2024-08-03,2024-08-10,Database,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9239,1050,519,2025-02-10,2025-02-22,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9226,1044,519,2025-03-18,,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9135,1034,506,2025-01-12,2025-01-28,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9023,1018,503,2025-08-04,2025-08-27,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9229,1047,501,2025-11-16,2025-12-08,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9096,1022,501,2025-02-17,2025-03-17,Database,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9312,1068,506,2025-12-01,,Database,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9196,1030,526,2025-01-15,2025-02-02,Database,Reem,Osman,,Nasr City,Active,2025-04-01,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House
9190,1030,502,2025-12-04,2025-12-18,Database,Reem,Osman,,Nasr City,Active,2025-04-01,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
