checkout_id,member_id,book_id,checkout_date,return_date,source,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre_x,pages_x,publication_year_x,publisher_x,genre_y,pages_y,publication_year_y,publisher_y
9090,1016,507,2/18/2025,3/4/2025,Database,Dina,Rashad,8,Maadi,Active,4/24/2023,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9198,1027,524,10/3/2024,10/19/2024,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,The Weaver's Daughter,Laila Shokry,Historical,114,2016,Cairo Young Readers,Historical,114,2016,Cairo Young Readers
9046,1022,513,2/22/2024,,Database,Youssef,Fouad,7,Maadi,Active,2/28/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9115,1034,502,12/16/2025,1/15/2026,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Desert Compass,Amina Darwish,Adventure,109,2018,Delta House,Adventure,109,2018,Delta House
9310,1067,511,2/4/2024,2/12/2024,Database,Aya,Ibrahim,7,Zamalek,Inactive,7/3/2024,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press,Historical,117,2016,Nile Press
9357,1077,516,7/26/2024,8/15/2024,Database,Lina,Rashad,6,Shubra,Active,7/8/2023,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press,Nature,241,2010,Nile Press
9286,1072,507,8/9/2024,8/16/2024,Database,Seif,Zaki,9,Zamalek,Active,10/21/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9354,1079,502,3/9/2024,3/18/2024,Database,Rana,Osman,8,Shubra,Active,10/27/2024,Desert Compass,Amina Darwish,Adventure,109,2018,Delta House,Adventure,109,2018,Delta House
9290,1065,519,10/9/2025,,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9257,1047,501,10/18/2024,11/16/2024,Database,Sara,Rashad,,Heliopolis,Inactive,6/25/2024,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9261,1047,509,9/2/2025,9/18/2025,Database,Sara,Rashad,,Heliopolis,Inactive,6/25/2024,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
9119,1024,518,2/26/2025,3/15/2025,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House,Adventure,163,2011,Delta House
9313,1068,507,12/13/2024,12/19/2024,Database,Layla,Hegazy,8,Zamalek,Inactive,2/24/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9213,1050,501,5/7/2024,5/14/2024,Database,Fares,Adel,6,Heliopolis,inactive,9/10/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9051,1003,513,7/22/2025,8/18/2025,Database,Bassel,Hegazy,6,Maadi,Active,4/23/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9093,1008,507,3/22/2025,4/19/2025,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9274,1054,522,9/6/2024,9/17/2024,Database,Retaj,Fahmy,6,Heliopolis,Inactive,3/21/2024,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers,Mystery,104,2016,Cairo Young Readers
9292,1074,525,12/28/2024,1/6/2025,Database,Mostafa,Saleh,8,Zamalek,Active,11/21/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9009,1022,506,4/28/2025,5/4/2025,Database,Youssef,Fouad,7,Maadi,Active,2/28/2025,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Friendship,183,,Nile Press
9064,1008,502,6/12/2025,6/21/2025,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,Desert Compass,Amina Darwish,Adventure,109,2018,Delta House,Adventure,109,2018,Delta House
9169,1030,513,11/25/2025,,Database,Reem,Osman,,Nasr City,Active,4/1/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9358,1077,513,7/9/2025,7/24/2025,Database,Lina,Rashad,6,Shubra,Active,7/8/2023,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9297,1065,501,4/14/2025,,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9214,1058,525,9/24/2024,,Database,Lina,Mansour,8,Heliopolis,active,7/20/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9008,1010,520,8/11/2025,,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books,Science Fiction,136,2009,Oasis Books
9237,1057,513,2/22/2024,,Database,Ahmed,Fahmy,8,Heliopolis,Active,1/12/2024,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9303,1061,509,12/23/2025,1/10/2026,Database,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
9338,1072,501,7/16/2024,,Database,Seif,Zaki,9,Zamalek,Active,10/21/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9343,1075,529,10/4/2024,10/14/2024,Database,Malak,Fahmy,7,Shubra,Active,10/28/2024,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Mystery,298,,Cairo Young Readers
9130,1024,503,9/4/2025,9/17/2025,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Historical,259,,Nile Press
9192,1027,519,9/26/2025,10/7/2025,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9017,1018,519,8/6/2024,8/11/2024,Database,Ahmed,Shafik,9,Maadi,Active,1/28/2023,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9266,1053,519,6/1/2024,6/15/2024,Database,Adam,Shafik,9,Heliopolis,Active,1/3/2024,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9132,1035,511,2/26/2025,3/13/2025,Database,Karim,Fahmy,9,Nasr City,Inactive,6/26/2025,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press,Historical,117,2016,Nile Press
9015,1010,507,9/2/2025,9/14/2025,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9362,1079,507,3/8/2024,4/7/2024,Database,Rana,Osman,8,Shubra,Active,10/27/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9262,1054,524,2/25/2024,3/22/2024,Database,Retaj,Fahmy,6,Heliopolis,Inactive,3/21/2024,The Weaver's Daughter,Laila Shokry,Historical,114,2016,Cairo Young Readers,Historical,114,2016,Cairo Young Readers
9336,1061,528,4/18/2024,5/15/2024,Database,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,The Glass Beehive,Mona Kholoussy,Nature,114,2010,Delta House,Nature,114,2010,Delta House
9105,1027,501,3/5/2025,3/25/2025,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9055,1015,525,8/8/2025,8/27/2025,Database,Hamza,Sabry,7,Maadi,Inactive,8/13/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9183,1027,532,3/28/2025,4/10/2025,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,The Last Bookmark,Samir Zohdy,Friendship,337,2017,Oasis Books,Friendship,337,2017,Oasis Books
9049,1010,514,9/8/2025,,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers,Science Fiction,328,2023,Cairo Young Readers
9307,1072,501,6/10/2025,7/9/2025,Database,Seif,Zaki,9,Zamalek,Active,10/21/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9166,1032,519,1/15/2024,1/24/2024,Database,Nada,Zaki,7,Nasr City,Active,10/19/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9155,1028,525,7/12/2025,7/18/2025,Database,Hassan,Adel,9,Nasr City,Active,11/12/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9240,1050,525,7/25/2025,8/24/2025,Database,Fares,Adel,6,Heliopolis,inactive,9/10/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9197,1030,501,11/26/2025,12/1/2025,Database,Reem,Osman,,Nasr City,Active,4/1/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9375,1034,525,10/27/2025,11/15/2025,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9114,1034,516,3/2/2025,3/17/2025,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press,Nature,241,2010,Nile Press
9077,1008,514,7/28/2024,8/12/2024,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers,Science Fiction,328,2023,Cairo Young Readers
9260,1044,518,7/3/2025,7/27/2025,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House,Adventure,163,2011,Delta House
9059,1016,518,6/28/2025,7/27/2025,Database,Dina,Rashad,8,Maadi,Active,4/24/2023,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House,Adventure,163,2011,Delta House
9332,1062,522,7/3/2024,,Database,Tarek,Adel,7,Zamalek,Active,1/22/2023,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers,Mystery,104,2016,Cairo Young Readers
9378,1018,501,9/5/2024,9/21/2024,Database,Ahmed,Shafik,9,Maadi,Active,1/28/2023,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9179,1027,517,11/19/2024,12/17/2024,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,Shadows on the Corniche,Hani Nagati,Mystery,338,2015,Delta House,Mystery,338,2015,Delta House
9126,1034,529,10/22/2024,10/28/2024,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Mystery,298,,Cairo Young Readers
9072,1007,513,3/5/2025,4/1/2025,Database,Sherif,Fouad,6,Maadi,Active,8/18/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9080,1008,501,3/20/2024,4/18/2024,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9298,1065,507,6/18/2025,7/11/2025,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9087,1020,511,12/3/2025,12/13/2025,Database,Rana,Fouad,6,Maadi,Active,12/4/2025,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press,Historical,117,2016,Nile Press
9006,1018,507,6/26/2025,7/1/2025,Database,Ahmed,Shafik,9,Maadi,Active,1/28/2023,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9309,1068,511,11/24/2024,12/12/2024,Database,Layla,Hegazy,8,Zamalek,Inactive,2/24/2025,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press,Historical,117,2016,Nile Press
9069,1010,505,6/14/2024,7/10/2024,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books,Historical,216,2024,Oasis Books
9216,1050,519,8/7/2024,,Database,Fares,Adel,6,Heliopolis,inactive,9/10/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9191,1027,505,8/5/2024,8/29/2024,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books,Historical,216,2024,Oasis Books
9013,1002,501,2/16/2024,2/29/2024,Database,Fares,Saleh,9,Maadi,Active,,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9061,1016,505,4/28/2025,5/20/2025,Database,Dina,Rashad,8,Maadi,Active,4/24/2023,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books,Historical,216,2024,Oasis Books
9295,1061,513,12/12/2025,1/1/2026,Database,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9363,1079,507,12/23/2024,1/15/2025,Database,Rana,Osman,8,Shubra,Active,10/27/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9102,1010,502,10/5/2024,,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,Desert Compass,Amina Darwish,Adventure,109,2018,Delta House,Adventure,109,2018,Delta House
9287,1065,532,4/26/2024,5/23/2024,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,The Last Bookmark,Samir Zohdy,Friendship,337,2017,Oasis Books,Friendship,337,2017,Oasis Books
9330,1072,513,4/11/2025,5/9/2025,Database,Seif,Zaki,9,Zamalek,Active,10/21/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9178,1024,518,8/21/2025,9/4/2025,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House,Adventure,163,2011,Delta House
9175,1027,513,3/4/2025,3/27/2025,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9267,1047,530,12/5/2024,12/20/2024,Database,Sara,Rashad,,Heliopolis,Inactive,6/25/2024,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books,Adventure,208,2012,Oasis Books
9159,1030,501,12/11/2024,,Database,Reem,Osman,,Nasr City,Active,4/1/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9037,1008,509,1/2/2024,1/22/2024,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
9264,1059,507,2/1/2025,2/13/2025,Database,Lina,Halim,7,Heliopolis,Active,1/6/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9254,1059,501,10/23/2025,11/7/2025,Database,Lina,Halim,7,Heliopolis,Active,1/6/2024,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9259,1057,501,11/16/2025,11/30/2025,Database,Ahmed,Fahmy,8,Heliopolis,Active,1/12/2024,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9010,1009,513,7/22/2025,8/16/2025,Database,Hassan,Saleh,6,Maadi,Active,4/25/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9347,1075,519,7/17/2025,7/31/2025,Database,Malak,Fahmy,7,Shubra,Active,10/28/2024,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9156,1032,503,2/13/2025,3/14/2025,Database,Nada,Zaki,7,Nasr City,Active,10/19/2025,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Historical,259,,Nile Press
9147,1028,512,10/5/2025,11/1/2025,Database,Hassan,Adel,9,Nasr City,Active,11/12/2025,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House,Adventure,238,2022,Delta House
9125,1039,501,6/17/2025,,Database,Nada,Riad,7,Nasr City,active,,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9168,1030,513,9/13/2025,9/23/2025,Database,Reem,Osman,,Nasr City,Active,4/1/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9270,1057,517,12/8/2024,12/30/2024,Database,Ahmed,Fahmy,8,Heliopolis,Active,1/12/2024,Shadows on the Corniche,Hani Nagati,Mystery,338,2015,Delta House,Mystery,338,2015,Delta House
9068,1003,501,11/14/2025,12/3/2025,Database,Bassel,Hegazy,6,Maadi,Active,4/23/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9327,1065,513,3/9/2025,4/1/2025,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9273,1047,510,12/7/2024,1/5/2025,Database,Sara,Rashad,,Heliopolis,Inactive,6/25/2024,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers,Mystery,134,2013,Cairo Young Readers
9301,1062,519,11/10/2024,11/23/2024,Database,Tarek,Adel,7,Zamalek,Active,1/22/2023,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9296,1065,501,12/15/2024,1/11/2025,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9074,1003,501,6/19/2024,7/6/2024,Database,Bassel,Hegazy,6,Maadi,Active,4/23/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9368,1079,525,2/12/2025,3/10/2025,Database,Rana,Osman,8,Shubra,Active,10/27/2024,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9233,1059,512,12/8/2024,12/15/2024,Database,Lina,Halim,7,Heliopolis,Active,1/6/2024,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House,Adventure,238,2022,Delta House
9200,1060,509,12/8/2024,,Database,Layla,Wahba,7,Heliopolis,Active,3/26/2024,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
9349,1077,501,3/4/2024,4/2/2024,Database,Lina,Rashad,6,Shubra,Active,7/8/2023,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9350,1080,501,6/22/2025,7/17/2025,Database,Bassel,Wahba,9,Shubra,Active,12/28/2023,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9345,1075,507,2/3/2025,3/1/2025,Database,Malak,Fahmy,7,Shubra,Active,10/28/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9195,1024,507,2/22/2025,3/17/2025,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9325,1072,519,1/11/2024,,Database,Seif,Zaki,9,Zamalek,Active,10/21/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9245,1044,519,12/13/2024,12/21/2024,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9146,1034,509,2/23/2025,3/14/2025,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
9379,1062,501,12/18/2024,12/26/2024,Database,Tarek,Adel,7,Zamalek,Active,1/22/2023,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9374,1080,505,8/5/2024,8/12/2024,Database,Bassel,Wahba,9,Shubra,Active,12/28/2023,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books,Historical,216,2024,Oasis Books
9107,1024,505,9/24/2024,10/12/2024,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books,Historical,216,2024,Oasis Books
9029,1005,507,3/7/2025,3/29/2025,Database,Youssef,Halim,9,Maadi,Active,5/5/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9108,1024,507,2/2/2025,2/27/2025,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9201,1055,531,11/24/2025,12/16/2025,Database,Mostafa,Kamel,9,Heliopolis,Active,1/4/2025,Voices in the Library,Samir Zohdy,Friendship,272,2018,Oasis Books,Friendship,272,2018,Oasis Books
9253,1058,507,6/15/2025,7/10/2025,Database,Lina,Mansour,8,Heliopolis,active,7/20/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9334,1065,507,12/20/2025,1/5/2026,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9160,1030,501,6/20/2024,7/7/2024,Database,Reem,Osman,,Nasr City,Active,4/1/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9180,1034,529,7/27/2024,8/2/2024,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Mystery,298,,Cairo Young Readers
9344,1076,507,9/12/2024,,Database,Dina,Wahba,7,Shubra,Active,12/13/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9004,1013,519,7/27/2025,8/16/2025,Database,Ziad,Fouad,,Maadi,Active,6/27/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9224,1057,513,5/25/2025,,Database,Ahmed,Fahmy,8,Heliopolis,Active,1/12/2024,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9235,1047,516,2/16/2024,,Database,Sara,Rashad,,Heliopolis,Inactive,6/25/2024,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press,Nature,241,2010,Nile Press
9118,1030,507,5/12/2024,,Database,Reem,Osman,,Nasr City,Active,4/1/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9381,1079,507,5/30/2025,6/18/2025,Database,Rana,Osman,8,Shubra,Active,10/27/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9071,1003,503,3/25/2024,4/9/2024,Database,Bassel,Hegazy,6,Maadi,Active,4/23/2025,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Historical,259,,Nile Press
9220,1047,507,8/4/2025,,Database,Sara,Rashad,,Heliopolis,Inactive,6/25/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9167,1028,503,12/24/2025,1/2/2026,Database,Hassan,Adel,9,Nasr City,Active,11/12/2025,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Historical,259,,Nile Press
9320,1073,501,7/19/2025,8/13/2025,Database,Yassin,Kamel,7,Zamalek,Inactive,8/26/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9300,1061,528,8/15/2024,9/2/2024,Database,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,The Glass Beehive,Mona Kholoussy,Nature,114,2010,Delta House,Nature,114,2010,Delta House
9364,1077,513,8/18/2024,9/7/2024,Database,Lina,Rashad,6,Shubra,Active,7/8/2023,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9035,1020,501,8/1/2024,8/23/2024,Database,Rana,Fouad,6,Maadi,Active,12/4/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9382,1076,507,2/26/2025,3/8/2025,Database,Dina,Wahba,7,Shubra,Active,12/13/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9133,1034,519,5/28/2025,6/24/2025,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9276,1050,514,6/28/2025,7/8/2025,Database,Fares,Adel,6,Heliopolis,inactive,9/10/2025,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers,Science Fiction,328,2023,Cairo Young Readers
9104,1018,507,5/15/2024,,Database,Ahmed,Shafik,9,Maadi,Active,1/28/2023,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9367,1079,507,3/19/2024,3/28/2024,Database,Rana,Osman,8,Shubra,Active,10/27/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9373,1079,508,3/20/2024,4/19/2024,Database,Rana,Osman,8,Shubra,Active,10/27/2024,The Quiet Observatory,Dalia Serry,Science,306,2011,Oasis Books,Science,306,2011,Oasis Books
9217,1047,530,4/7/2024,,Database,Sara,Rashad,,Heliopolis,Inactive,6/25/2024,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books,Adventure,208,2012,Oasis Books
9022,1010,507,11/14/2025,12/3/2025,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9065,1016,509,12/21/2024,,Database,Dina,Rashad,8,Maadi,Active,4/24/2023,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
9099,1018,506,10/10/2025,11/9/2025,Database,Ahmed,Shafik,9,Maadi,Active,1/28/2023,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Friendship,183,,Nile Press
9109,1034,512,8/20/2024,9/14/2024,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House,Adventure,238,2022,Delta House
